,geo,time,Channel0_impression,Channel1_impression,Channel2_impression,Channel3_impression,Channel4_impression,Channel5_impression,Competitor_Discount,GQV,Geo_GDP,Channel0_spend,Channel1_spend,Channel2_spend,Channel3_spend,Channel4_spend,Channel5_spend,conversions,revenue_per_conversion,population,geo_tier,Channel4_reach,Channel5_reach,Channel4_frequency,Channel5_frequency
14,Geo0,2021-05-03,0.0,493984.0,1619975.0,493155.0,0.0,0.0,-0.2023094,0.52959126,-0.781595,0.0,4898.2163,14140.351,3828.9434,0.0,0.0,9173290.0,0.020088404,574674.6,2,0.0,0.0,0.0,0.0
15,Geo0,2021-05-10,621055.0,0.0,43345.0,0.0,0.0,0.0,0.093925446,-0.3950866,-0.5442162,5330.0483,0.0,378.3475,0.0,0.0,0.0,10538589.0,0.020160038,574674.6,2,0.0,0.0,0.0,0.0
16,Geo0,2021-05-17,716383.0,0.0,0.0,473420.0,0.0,0.0,-0.74051195,-0.5576642,-0.77634573,6148.177,0.0,0.0,3675.7173,0.0,0.0,8855465.0,0.020000605,574674.6,2,0.0,0.0,0.0,0.0
17,Geo0,2021-05-24,1250613.0,637724.0,1233148.0,0.0,239862.0,0.0,-1.2962503,1.1539237,0.19393367,10733.072,6323.505,10763.836,0.0,1953.317,0.0,8232311.5,0.019822273,574674.6,2,167457.0,0.0,1.4323796,0.0
18,Geo0,2021-05-31,661823.0,389274.0,293539.0,387821.0,1005913.0,362903.0,0.65644324,-0.7442105,0.052179933,5679.9297,3859.9395,2562.2275,3011.1116,8191.6553,2844.4875,10630803.0,0.01979739,574674.6,2,448428.0,254840.0,2.2431984,1.4240426
19,Geo0,2021-06-07,151424.0,0.0,201394.0,0.0,608517.0,0.0,-0.55148363,-0.44118273,0.1603784,1299.5583,0.0,1757.9171,0.0,4955.46,0.0,8158032.5,0.02009341,574674.6,2,409101.0,0.0,1.4874493,0.0
20,Geo0,2021-06-14,1957335.0,0.0,282537.0,1048701.0,758080.0,449646.0,-0.10961303,0.94495714,-0.35858294,16798.336,0.0,2466.1938,8142.3013,6173.427,3524.392,10497530.0,0.020190818,574674.6,2,356886.0,333305.0,2.1241517,1.3490527
21,Geo0,2021-06-21,0.0,0.0,497594.0,827159.0,0.0,0.0,-0.4168598,-0.43292028,-0.5074166,0.0,0.0,4343.372,6422.21,0.0,0.0,8448633.0,0.020098433,574674.6,2,0.0,0.0,0.0,0.0
22,Geo0,2021-06-28,0.0,0.0,641115.0,1052292.0,1221479.0,944738.0,-0.24498117,-0.2516076,1.1722292,0.0,0.0,5596.1304,8170.1826,9947.118,7404.9966,9456567.0,0.019948006,574674.6,2,485664.0,374237.0,2.5150702,2.5244377
23,Geo0,2021-07-05,0.0,0.0,448082.0,0.0,0.0,0.0,-1.6514232,-0.13342583,0.9877889,0.0,0.0,3911.1943,0.0,0.0,0.0,8417177.0,0.019891411,574674.6,2,0.0,0.0,0.0,0.0
24,Geo0,2021-07-12,346010.0,0.0,508630.0,779676.0,590381.0,726675.0,-1.1494427,0.9185997,0.7550957,2969.5437,0.0,4439.7026,6053.5435,4807.7695,5695.7866,9010442.0,0.020055674,574674.6,2,322497.0,465888.0,1.8306558,1.5597633
25,Geo0,2021-07-19,0.0,0.0,300758.0,330269.0,550184.0,1354037.0,-0.9431485,-0.7508412,0.842456,0.0,0.0,2625.2402,2564.2676,4480.425,10613.143,9123576.0,0.019885706,574674.6,2,307203.0,508327.0,1.790946,2.6637125
26,Geo0,2021-07-26,776997.0,0.0,0.0,227256.0,680161.0,0.0,1.6314125,-0.4868409,-1.786305,6668.3813,0.0,0.0,1764.4562,5538.8936,0.0,11235695.0,0.019966245,574674.6,2,395177.0,0.0,1.7211553,0.0
27,Geo0,2021-08-02,0.0,0.0,199708.0,566940.0,0.0,0.0,-1.0606947,1.2662815,-2.1615958,0.0,0.0,1743.2004,4401.823,0.0,0.0,7017328.5,0.020002251,574674.6,2,0.0,0.0,0.0,0.0
28,Geo0,2021-08-09,319138.0,104297.0,0.0,453860.0,878163.0,136828.0,-0.7168475,-1.5298564,2.0670288,2738.9216,1034.1818,0.0,3523.85,7151.323,1072.4781,9708442.0,0.020008331,574674.6,2,313260.0,123378.0,2.803304,1.1090146
29,Geo0,2021-08-16,1075074.0,51492.0,406712.0,0.0,1574028.0,379848.0,0.18574396,-0.4216944,1.2790563,9226.552,510.58124,3550.086,0.0,12818.102,2977.305,9949643.0,0.020116974,574674.6,2,508822.0,254364.0,3.0934746,1.4933245
30,Geo0,2021-08-23,2338050.0,1866274.0,933718.0,1326624.0,2043606.0,2886148.0,0.5344184,1.2476876,1.7448658,20065.727,18505.486,8150.1875,10300.145,16642.111,22622.057,11751187.0,0.020022782,574674.6,2,547510.0,571257.0,3.7325456,5.052276
31,Geo0,2021-08-30,771596.0,328527.0,414761.0,814815.0,1466086.0,354571.0,0.48353702,-0.24368845,-0.21751693,6622.029,3257.588,3620.3435,6326.369,11939.076,2779.18,10962560.0,0.019972084,574674.6,2,489399.0,207015.0,2.9956865,1.7127793
32,Geo0,2021-09-06,1094199.0,0.0,0.0,726902.0,1166799.0,512401.0,1.4803275,-1.3028535,0.52381563,9390.688,0.0,0.0,5643.7964,9501.831,4016.275,11878502.0,0.020125588,574674.6,2,402205.0,457635.0,2.9010057,1.1196718
33,Geo0,2021-09-13,1671047.0,0.0,1649182.0,1248921.0,1350670.0,1093311.0,1.5682936,0.6676184,-0.21122956,14341.341,0.0,14395.291,9696.845,10999.185,8569.534,13081820.0,0.019910302,574674.6,2,480984.0,480334.0,2.808139,2.2761474
34,Geo0,2021-09-20,1085580.0,1285116.0,874350.0,258411.0,2371442.0,1951790.0,0.5933823,0.012242496,3.4266088,9316.718,12742.875,7631.9795,2006.3491,19311.846,15298.419,13098756.0,0.019885842,574674.6,2,578421.0,571179.0,4.0998545,3.417125
35,Geo0,2021-09-27,1383114.0,0.0,857206.0,151314.0,232468.0,871882.0,0.5166248,0.57391495,0.35125494,11870.228,0.0,7482.334,1174.8289,1893.1039,6833.9404,12406050.0,0.019850992,574674.6,2,191201.0,403899.0,1.2158304,2.1586635
36,Geo0,2021-10-04,112334.0,0.0,0.0,0.0,638414.0,253853.0,0.5489273,-1.1462377,-0.12389517,964.0783,0.0,0.0,0.0,5198.9263,1989.7374,10279399.0,0.019949313,574674.6,2,298945.0,198705.0,2.1355567,1.2775371
37,Geo0,2021-10-11,1185942.0,0.0,293715.0,206788.0,257138.0,814688.0,2.2374632,-1.8091164,0.5491183,10178.049,0.0,2563.7637,1605.5388,2094.0042,6385.645,13577080.0,0.01996484,574674.6,2,236831.0,454502.0,1.0857447,1.792485
38,Geo0,2021-10-18,1088614.0,367868.0,346654.0,941815.0,2446662.0,628983.0,1.7008259,-0.49047205,0.74451166,9342.756,3647.683,3025.8547,7312.4194,19924.4,4930.062,13377735.0,0.020059222,574674.6,2,569224.0,325648.0,4.298241,1.9314812
39,Geo0,2021-10-25,1001649.0,451954.0,0.0,0.0,1788986.0,0.0,1.1467624,-2.3441017,0.5367947,8596.401,4481.458,0.0,0.0,14568.613,0.0,11448460.0,0.019898737,574674.6,2,514131.0,0.0,3.4796307,0.0
40,Geo0,2021-11-01,299579.0,579134.0,942399.0,587486.0,1372239.0,1689996.0,0.6069184,-0.43546695,2.2933774,2571.0615,5742.5415,8225.962,4561.346,11174.833,13246.439,12588919.0,0.019890126,574674.6,2,506649.0,519799.0,2.7084608,3.251249
41,Geo0,2021-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.96073556,-1.6877737,-1.287363,0.0,0.0,0.0,0.0,0.0,0.0,10882119.0,0.020044088,574674.6,2,0.0,0.0,0.0,0.0
42,Geo0,2021-11-15,1060450.0,0.0,0.0,0.0,671022.0,0.0,1.4665935,-2.0642629,-0.07879322,9101.046,0.0,0.0,0.0,5464.47,0.0,10759900.0,0.020140301,574674.6,2,405073.0,0.0,1.6565459,0.0
43,Geo0,2021-11-22,0.0,0.0,2624042.0,1013911.0,1339948.0,1543278.0,-1.10501,0.5833616,2.9959717,0.0,0.0,22904.598,7872.186,10911.871,12096.442,10825918.0,0.020139413,574674.6,2,583526.0,569891.0,2.2962952,2.708023
44,Geo0,2021-11-29,0.0,0.0,0.0,0.0,168144.0,0.0,-0.3744915,-1.7510234,0.861684,0.0,0.0,0.0,0.0,1369.2812,0.0,9549512.0,0.01995254,574674.6,2,147979.0,0.0,1.1362693,0.0
45,Geo0,2021-12-06,446276.0,0.0,548030.0,9323.0,1869925.0,473846.0,0.7822411,-0.9013078,0.25460023,3830.0515,0.0,4783.615,72.38544,15227.74,3714.0752,11468712.0,0.019835396,574674.6,2,502592.0,339689.0,3.7205627,1.3949406
46,Geo0,2021-12-13,0.0,0.0,146979.0,332504.0,505890.0,0.0,1.3638898,-1.3788705,-0.27342784,0.0,0.0,1282.9424,2581.6204,4119.717,0.0,10991220.0,0.01997505,574674.6,2,382131.0,0.0,1.3238654,0.0
47,Geo0,2021-12-20,620306.0,0.0,380610.0,756997.0,99412.0,0.0,-0.36803678,0.2483815,-0.3234943,5323.6206,0.0,3322.2483,5877.4595,809.56195,0.0,8796824.0,0.019927667,574674.6,2,91761.0,0.0,1.0833796,0.0
48,Geo0,2021-12-27,576671.0,338329.0,47918.0,200386.0,1962510.0,1675988.0,0.4084825,-0.3982875,2.2740147,4949.134,3354.782,418.26407,1555.8326,15981.706,13136.642,11544311.0,0.01991765,574674.6,2,546290.0,549804.0,3.5924325,3.0483372
49,Geo0,2022-01-03,504133.0,724233.0,1035690.0,1193853.0,710135.0,161126.0,-1.0714774,1.3011082,0.4992837,4326.595,7181.3057,9040.275,9269.288,5782.9863,1262.9294,8866993.0,0.020091422,574674.6,2,406327.0,121625.0,1.7476934,1.324777
50,Geo0,2022-01-10,1033859.0,0.0,0.0,0.0,0.0,242455.0,-0.1846711,1.3973907,-1.3543575,8872.835,0.0,0.0,0.0,0.0,1900.3982,10769490.0,0.019914554,574674.6,2,0.0,207251.0,0.0,1.1698617
51,Geo0,2022-01-17,656146.0,0.0,68485.0,1701264.0,0.0,0.0,-1.7030696,0.6619446,0.7348002,5631.208,0.0,597.7882,13208.917,0.0,0.0,8820616.0,0.019968018,574674.6,2,0.0,0.0,0.0,0.0
52,Geo0,2022-01-24,194629.0,0.0,0.0,0.0,0.0,0.0,-1.7031775,-1.7933595,0.04256451,1670.3545,0.0,0.0,0.0,0.0,0.0,7527432.0,0.01999393,574674.6,2,0.0,0.0,0.0,0.0
53,Geo0,2022-01-31,258353.0,0.0,602270.0,1208426.0,159052.0,0.0,-1.0337846,0.38048393,-0.4581041,2217.2498,0.0,5257.062,9382.435,1295.2405,0.0,8636246.0,0.020035867,574674.6,2,140058.0,0.0,1.1356152,0.0
54,Geo0,2022-02-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.60819393,-0.24504566,-0.49674883,0.0,0.0,0.0,0.0,0.0,0.0,8538366.0,0.01988373,574674.6,2,0.0,0.0,0.0,0.0
55,Geo0,2022-02-14,1281360.0,1825655.0,52129.0,487136.0,273541.0,0.0,0.28374648,-0.4980191,0.48569465,10996.95,18102.719,455.0208,3782.2107,2227.582,0.0,10847401.0,0.020197256,574674.6,2,179630.0,0.0,1.5228025,0.0
56,Geo0,2022-02-21,708601.0,0.0,0.0,0.0,935480.0,363758.0,-1.2501128,0.2909801,0.7852724,6081.39,0.0,0.0,0.0,7618.0845,2851.189,7687506.0,0.019757098,574674.6,2,552330.0,287159.0,1.6936976,1.2667477
57,Geo0,2022-02-28,926477.0,0.0,940762.0,157715.0,631678.0,1154558.0,-0.095172524,0.0054367185,0.33992708,7951.256,0.0,8211.673,1224.5273,5144.072,9049.597,11253669.0,0.020014761,574674.6,2,302384.0,461067.0,2.0889928,2.5041003
58,Geo0,2022-03-07,630282.0,0.0,0.0,381092.0,479981.0,1033428.0,0.3526881,0.37976557,-0.98278093,5409.237,0.0,0.0,2958.8662,3908.7268,8100.1616,10001695.0,0.019898083,574674.6,2,262819.0,462344.0,1.8262796,2.2351928
59,Geo0,2022-03-14,870721.0,243993.0,0.0,1257177.0,246891.0,0.0,0.65334177,0.07570675,-1.7160047,7472.744,2419.371,0.0,9760.946,2010.5576,0.0,9554407.0,0.01994418,574674.6,2,210989.0,0.0,1.1701605,0.0
60,Geo0,2022-03-21,0.0,0.0,0.0,831370.0,0.0,0.0,-1.9576879,1.2083622,-2.4032087,0.0,0.0,0.0,6454.905,0.0,0.0,6412323.0,0.019924626,574674.6,2,0.0,0.0,0.0,0.0
61,Geo0,2022-03-28,2542466.0,764364.0,1621455.0,2337346.0,33379.0,931625.0,-0.5035656,3.0220313,-0.68967545,21820.076,7579.234,14153.27,18147.572,271.822,7302.2144,10949057.0,0.020010162,574674.6,2,31913.0,517506.0,1.0459374,1.8002207
62,Geo0,2022-04-04,276632.0,542953.0,2381131.0,398114.0,0.0,345795.0,-0.33933994,1.700877,-1.6365038,2374.1245,5383.7803,20784.287,3091.028,0.0,2710.3926,9765894.0,0.01987516,574674.6,2,0.0,241929.0,0.0,1.4293243
63,Geo0,2022-04-11,0.0,1162811.0,0.0,0.0,0.0,905841.0,-0.6625648,1.7657931,-1.3532684,0.0,11530.13,0.0,0.0,0.0,7100.116,9266074.0,0.01985437,574674.6,2,0.0,491999.0,0.0,1.841144
64,Geo0,2022-04-18,41420.0,0.0,1279749.0,775649.0,0.0,0.0,-1.4756908,0.16546303,-1.3695029,355.47675,0.0,11170.604,6022.277,0.0,0.0,7833468.0,0.01978644,574674.6,2,0.0,0.0,0.0,0.0
65,Geo0,2022-04-25,1812519.0,25902.0,1220848.0,1282289.0,1869845.0,1745045.0,1.7761669,1.3138758,0.5741492,15555.489,256.83746,10656.473,9955.92,15227.089,13677.921,14296097.0,0.020224202,574674.6,2,514513.0,574539.0,3.6342037,3.037296
66,Geo0,2022-05-02,0.0,151607.0,57952.0,1123689.0,242988.0,849484.0,-1.5211041,0.8611411,0.65191126,0.0,1503.2955,505.84833,8724.522,1978.7736,6658.3813,8867819.0,0.019895671,574674.6,2,168169.0,419147.0,1.4449036,2.0266972
67,Geo0,2022-05-09,792284.0,0.0,773689.0,0.0,0.0,0.0,0.44743052,0.61385405,-0.031641603,6799.5786,0.0,6753.335,0.0,0.0,0.0,10591899.0,0.019982304,574674.6,2,0.0,0.0,0.0,0.0
68,Geo0,2022-05-16,0.0,0.0,0.0,0.0,0.0,0.0,-0.449393,-1.1354073,-1.7403343,0.0,0.0,0.0,0.0,0.0,0.0,7872004.0,0.020153064,574674.6,2,0.0,0.0,0.0,0.0
69,Geo0,2022-05-23,789550.0,1060654.0,650741.0,186160.0,1443604.0,1017931.0,1.0137682,0.81073344,-0.010508299,6776.1143,10517.168,5680.153,1445.3794,11755.994,7978.694,12915034.0,0.020095972,574674.6,2,483694.0,407786.0,2.9845397,2.4962382
70,Geo0,2022-05-30,754453.0,835878.0,1287755.0,1131356.0,1848739.0,366089.0,-0.5040517,1.0885755,1.2110634,6474.9033,8288.348,11240.487,8784.05,15055.212,2869.4597,11608348.0,0.020000018,574674.6,2,544723.0,272950.0,3.3939066,1.341231
71,Geo0,2022-06-06,907898.0,895232.0,482562.0,2654322.0,994032.0,308125.0,1.3566928,2.092255,-1.7901965,7791.8066,8876.887,4212.1616,20608.63,8094.903,2415.1294,13827055.0,0.019920766,574674.6,2,420804.0,216253.0,2.362221,1.4248357
72,Geo0,2022-06-13,526420.0,0.0,0.0,203007.0,0.0,0.0,-0.0682064,-0.7499942,-0.14537427,4517.8677,0.0,0.0,1576.1825,0.0,0.0,10434042.0,0.019850073,574674.6,2,0.0,0.0,0.0,0.0
73,Geo0,2022-06-20,1273873.0,402562.0,0.0,1197461.0,1901780.0,1399982.0,0.9012532,1.1160891,0.67244935,10932.695,3991.6997,0.0,9297.301,15487.151,10973.266,13153993.0,0.01997593,574674.6,2,545544.0,511851.0,3.4860249,2.7351358
74,Geo0,2022-06-27,212525.0,0.0,1206650.0,410053.0,629694.0,0.0,-0.05294159,1.1223433,-1.5830078,1823.9424,0.0,10532.542,3183.7246,5127.915,0.0,9764014.0,0.020107562,574674.6,2,370372.0,0.0,1.7001663,0.0
75,Geo0,2022-07-04,778201.0,0.0,476760.0,685343.0,0.0,0.0,-0.4711473,0.0041474253,-0.5923023,6678.7144,0.0,4161.517,5321.125,0.0,0.0,9448519.0,0.020033047,574674.6,2,0.0,0.0,0.0,0.0
76,Geo0,2022-07-11,1863812.0,1205164.0,2400233.0,1363778.0,1815621.0,1834307.0,0.97184765,2.1810014,0.6549464,15995.698,11950.092,20951.025,10588.616,14785.515,14377.57,12245805.0,0.02003567,574674.6,2,551453.0,559083.0,3.292431,3.2809207
77,Geo0,2022-07-18,1250171.0,471507.0,145879.0,38793.0,627318.0,403371.0,-0.5091849,-0.37672544,1.9029328,10729.278,4675.3403,1273.3407,301.19577,5108.566,3161.6816,10289679.0,0.019901432,574674.6,2,368091.0,276511.0,1.704247,1.4587883
78,Geo0,2022-07-25,982620.0,0.0,450316.0,440204.0,0.0,163222.0,0.014426768,0.51399195,-0.17194062,8433.089,0.0,3930.6943,3417.8223,0.0,1279.3583,9106445.0,0.01983242,574674.6,2,0.0,132396.0,0.0,1.2328318
79,Geo0,2022-08-01,0.0,0.0,270126.0,975452.0,0.0,263200.0,-1.7036216,-0.057071947,0.260086,0.0,0.0,2357.8613,7573.583,0.0,2063.0007,7748759.5,0.019920167,574674.6,2,0.0,224902.0,0.0,1.1702875
80,Geo0,2022-08-08,0.0,0.0,1044567.0,367839.0,688822.0,687930.0,-1.1631242,-1.2386163,2.3949156,0.0,0.0,9117.76,2855.9675,5609.424,5392.097,8811361.0,0.019958036,574674.6,2,491989.0,443965.0,1.400076,1.549514
81,Geo0,2022-08-15,0.0,0.0,0.0,0.0,952920.0,905495.0,1.5219566,-3.2678456,1.010898,0.0,0.0,0.0,0.0,7760.107,7097.404,11305778.0,0.019897996,574674.6,2,548729.0,422666.0,1.7365949,2.1423416
82,Geo0,2022-08-22,1555093.0,94582.0,0.0,600525.0,847147.0,0.0,0.0074799657,-0.25054824,0.8489462,13346.195,937.85046,0.0,4662.583,6898.7446,0.0,10669640.0,0.019994034,574674.6,2,408946.0,0.0,2.0715375,0.0
83,Geo0,2022-08-29,1549589.0,0.0,872595.0,42927.0,653451.0,1695593.0,1.0987949,-0.30013347,1.4072392,13298.958,0.0,7616.6606,333.29288,5321.3804,13290.309,12092972.0,0.020069445,574674.6,2,320633.0,576043.0,2.038003,2.9435182
84,Geo0,2022-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.27793342,-1.5237888,-1.0458925,0.0,0.0,0.0,0.0,0.0,0.0,8280409.0,0.020015763,574674.6,2,0.0,0.0,0.0,0.0
85,Geo0,2022-09-12,0.0,0.0,215242.0,238149.0,745842.0,0.0,-2.2181096,-0.28636461,1.3281214,0.0,0.0,1878.7928,1849.0312,6073.7666,0.0,7805430.5,0.020016339,574674.6,2,446023.0,0.0,1.6722052,0.0
86,Geo0,2022-09-19,0.0,0.0,0.0,0.0,0.0,0.0,-1.765347,-3.451572,1.4635061,0.0,0.0,0.0,0.0,0.0,0.0,6805826.0,0.02017129,574674.6,2,0.0,0.0,0.0,0.0
87,Geo0,2022-09-26,0.0,0.0,599883.0,194082.0,0.0,0.0,-0.51214725,-0.8163688,0.7117065,0.0,0.0,5236.2266,1506.8872,0.0,0.0,8440957.0,0.02011726,574674.6,2,0.0,0.0,0.0,0.0
88,Geo0,2022-10-03,0.0,232610.0,0.0,0.0,796077.0,16269.0,-1.4658784,-1.4224102,2.313076,0.0,2306.5,0.0,0.0,6482.8555,127.51883,7731225.5,0.020014528,574674.6,2,460600.0,15772.0,1.7283478,1.0315115
89,Geo0,2022-10-10,2685973.0,1387000.0,1310569.0,880542.0,693162.0,869117.0,0.7197635,1.2349856,1.0127175,23051.688,13753.13,11439.624,6836.685,5644.767,6812.268,12400443.0,0.019926105,574674.6,2,440944.0,479011.0,1.5719955,1.8143989
90,Geo0,2022-10-17,135220.0,427378.0,1445814.0,0.0,369782.0,88328.0,0.13013577,-1.0224075,1.3820982,1160.4916,4237.7686,12620.144,0.0,3011.321,692.32794,10133608.0,0.019731062,574674.6,2,234275.0,88504.0,1.57841,0.9980114
91,Geo0,2022-10-24,729080.0,0.0,784345.0,1061194.0,0.0,945626.0,-0.8344057,0.81457627,0.0720737,6257.146,0.0,6846.3486,8239.3,0.0,7411.9565,8004681.5,0.020033669,574674.6,2,0.0,431149.0,0.0,2.1932697
92,Geo0,2022-10-31,0.0,0.0,0.0,524420.0,0.0,0.0,-0.1431706,-2.9796386,-0.52216774,0.0,0.0,0.0,4071.6902,0.0,0.0,9530856.0,0.020087138,574674.6,2,0.0,0.0,0.0,0.0
93,Geo0,2022-11-07,1637500.0,0.0,70624.0,637841.0,0.0,0.0,0.5913113,-1.5927696,-1.6722084,14053.432,0.0,616.459,4952.311,0.0,0.0,10232094.0,0.0200384,574674.6,2,0.0,0.0,0.0,0.0
94,Geo0,2022-11-14,1228134.0,822866.0,785971.0,1417128.0,736689.0,1251960.0,0.04933905,0.91773534,0.6814686,10540.151,8159.3247,6860.5415,11002.834,5999.229,9813.048,11203693.0,0.020007318,574674.6,2,437296.0,566662.0,1.6846461,2.2093594
95,Geo0,2022-11-21,1812495.0,0.0,0.0,94630.0,1046469.0,231909.0,0.64309114,-0.6550323,-0.33663368,15555.283,0.0,0.0,734.7242,8521.924,1817.7372,9978931.0,0.019847356,574674.6,2,483758.0,191170.0,2.1632075,1.2131035
96,Geo0,2022-11-28,1689020.0,248927.0,1541037.0,1048787.0,1773870.0,439159.0,0.43392903,-0.43642068,0.9360106,14495.59,2468.2952,13451.321,8142.969,14445.516,3442.1934,10359935.0,0.019941235,574674.6,2,550946.0,303077.0,3.2196803,1.4490014
97,Geo0,2022-12-05,0.0,0.0,0.0,0.0,0.0,0.0,-2.6335444,-1.8935874,-0.23028684,0.0,0.0,0.0,0.0,0.0,0.0,4612855.5,0.020025436,574674.6,2,0.0,0.0,0.0,0.0
98,Geo0,2022-12-12,871256.0,111390.0,827392.0,258079.0,263445.0,0.0,0.52603215,-1.2156203,1.4624705,7477.3354,1104.5142,7222.095,2003.7714,2145.3652,0.0,9888067.0,0.019997722,574674.6,2,214823.0,0.0,1.2263352,0.0
99,Geo0,2022-12-19,773176.0,1033537.0,1315569.0,1955618.0,1010392.0,2718034.0,0.3216443,0.6831563,1.1445928,6635.5884,10248.283,11483.268,15183.767,8228.131,21304.354,12195711.0,0.019866897,574674.6,2,459815.0,568814.0,2.1973882,4.7784233
100,Geo0,2022-12-26,0.0,0.0,682371.0,61003.0,6422.0,0.0,-0.56397897,-1.664125,-0.17176782,0.0,0.0,5956.2437,473.63815,52.297577,0.0,7866858.5,0.01999556,574674.6,2,6411.0,0.0,1.0017158,0.0
101,Geo0,2023-01-02,834873.0,0.0,0.0,327599.0,0.0,0.0,-0.3649878,-0.9770073,-0.5143336,7165.0874,0.0,0.0,2543.537,0.0,0.0,8623792.0,0.020037128,574674.6,2,0.0,0.0,0.0,0.0
102,Geo0,2023-01-09,0.0,0.0,478803.0,193940.0,1222710.0,880144.0,-0.35744393,-0.99805295,2.2979112,0.0,0.0,4179.35,1505.7848,9957.143,6898.699,10561330.0,0.02015176,574674.6,2,480994.0,437311.0,2.5420485,2.0126271
103,Geo0,2023-01-16,0.0,1204244.0,0.0,39975.0,720400.0,502682.0,-1.0072607,-1.5605434,2.1572862,0.0,11940.969,0.0,310.37302,5866.5796,3940.096,9323728.0,0.01996865,574674.6,2,470149.0,349828.0,1.5322802,1.4369404
104,Geo0,2023-01-23,1332360.0,109809.0,713417.0,991173.0,667111.0,1808617.0,-1.119508,1.2957783,0.32993734,11434.645,1088.8374,6227.236,7695.644,5432.6206,14176.208,10123456.0,0.020081285,574674.6,2,425206.0,525542.0,1.5689125,3.441432
